,FULL.PART.NUMBER,Below.Status,Above.Comp,Website.Name,FULL.PART..NO.STRING,Part.Position,DIV,Division,Water.Filters,Revenue.Generated,X..of.Revenue,Parts.Sold,Purchase.Price..USD.,PartsDirect.Prc,Delta,Position,Website.Manufacturer.Name,Stock.Status,Shipping..USD.,Box.Type
592,022-363-WD22X10077,#N/A,#N/A,AppliancePartsPros,022363WD22X10077,H. Top 30k - 35k,22,Large Kitchen Appliances,,$703.78 ,0.00%,31,$24.56 ,$24.40 ,-0.66%,At Competition,GE,STOCK,Zip Required,RETAIL
593,022-363-WD26X10020,#N/A,#N/A,Dey Distributing,022363WD26X10020,H. Top 30k - 35k,22,Large Kitchen Appliances,,$579.93 ,0.00%,5,$146.80 ,$149.19 ,1.60%,At Competition,GE,STOCK,Zip Required,RETAIL
594,022-363-WD34X11230,#N/A,#N/A,AppliancePartsPros,022363WD34X11230,H. Top 30k - 35k,22,Large Kitchen Appliances,,$635.40 ,0.00%,3,$385.27 ,$377.85 ,-1.96%,At Competition,GE,STOCK,Zip Required,RETAIL
595,022-363-WD35X10050,#N/A,#N/A,AppliancePartsPros,022363WD35X10050,H. Top 30k - 35k,22,Large Kitchen Appliances,,$707.66 ,0.00%,5,$257.59 ,$254.80 ,-1.09%,At Competition,GE,OOS,Zip Required,RETAIL
596,022-364-WB21T10001,#N/A,#N/A,AppliancePartsPros,022364WB21T10001,H. Top 30k - 35k,22,Large Kitchen Appliances,,$683.65 ,0.00%,5,$161.88 ,$159.34 ,-1.59%,At Competition,GE,STOCK,Zip Required,RETAIL
597,022-364-WB21T10014,#N/A,#N/A,eReplacement Parts,022364WB21T10014,H. Top 30k - 35k,22,Large Kitchen Appliances,,$602.97 ,0.00%,8,$104.86 ,$103.62 ,-1.20%,At Competition,GE,OOS,Zip Required,RETAIL
598,022-364-WB24K14,#N/A,#N/A,AppliancePartsPros,022364WB24K14,H. Top 30k - 35k,22,Large Kitchen Appliances,,$630.59 ,0.00%,31,$22.00 ,$22.17 ,0.77%,At Competition,GE,STOCK,Zip Required,RETAIL
599,022-364-WB26X10175,#N/A,#N/A,AppliancePartsPros,022364WB26X10175,H. Top 30k - 35k,22,Large Kitchen Appliances,,$716.29 ,0.00%,2,$416.21 ,$417.59 ,0.33%,At Competition,GE,OOS,Zip Required,RETAIL
600,022-364-WB27X10966,#N/A,#N/A,Appliance Zone,022364WB27X10966,H. Top 30k - 35k,22,Large Kitchen Appliances,,$679.53 ,0.00%,8,$86.46 ,$85.48 ,-1.15%,At Competition,GE,STOCK,6.95,RETAIL
601,022-364-WB28K10018,#N/A,#N/A,AppliancePartsPros,022364WB28K10018,H. Top 30k - 35k,22,Large Kitchen Appliances,,$623.66 ,0.00%,7,$125.41 ,$124.08 ,-1.07%,At Competition,GE,STOCK,Zip Required,RETAIL
602,022-364-WB28K10032,#N/A,#N/A,Dey Distributing,022364WB28K10032,H. Top 30k - 35k,22,Large Kitchen Appliances,,$606.95 ,0.00%,54,$12.83 ,$13.10 ,2.06%,At Competition,GE,STOCK,Zip Required,RETAIL
603,022-364-WB2X2058,#N/A,#N/A,Partselect,022364WB2X2058,H. Top 30k - 35k,22,Large Kitchen Appliances,,$673.31 ,0.00%,12,$75.61 ,$74.58 ,-1.38%,At Competition,GE,STOCK,Zip Required,RETAIL
604,022-364-WB36T10735,#N/A,#N/A,AppliancePartsPros,022364WB36T10735,H. Top 30k - 35k,22,Large Kitchen Appliances,,$628.04 ,0.00%,5,$178.76 ,$175.85 ,-1.65%,At Competition,GE,STOCK,Zip Required,RETAIL
605,022-364-WB36T10735,#N/A,#N/A,Partselect,022364WB36T10735,H. Top 30k - 35k,22,Large Kitchen Appliances,,$628.04 ,0.00%,5,$174.05 ,$175.85 ,1.02%,At Competition,GE,STOCK,Zip Required,RETAIL
606,022-364-WB56X10511,#N/A,#N/A,Partselect,022364WB56X10511,H. Top 30k - 35k,22,Large Kitchen Appliances,,$633.63 ,0.00%,4,$222.54 ,$224.93 ,1.06%,At Competition,GE,STOCK,Zip Required,RETAIL
607,022-364-WB57T10266,#N/A,#N/A,AppliancePartsPros,022364WB57T10266,H. Top 30k - 35k,22,Large Kitchen Appliances,,$717.17 ,0.00%,3,$335.80 ,$332.97 ,-0.85%,At Competition,GE,OOS,Zip Required,RETAIL
608,026-363-WE4M377,#N/A,#N/A,AppliancePartsPros,026363WE4M377,H. Top 30k - 35k,26,Laundry Appliances,,$593.43 ,0.00%,8,$109.46 ,$108.50 ,-0.88%,At Competition,GE,STOCK,Zip Required,RETAIL
609,026-363-WE4M387,#N/A,#N/A,Appliance Zone,026363WE4M387,H. Top 30k - 35k,26,Laundry Appliances,,$671.61 ,0.00%,5,$165.75 ,$163.71 ,-1.25%,At Competition,GE,STOCK,6.95,RETAIL
610,026-363-WE4M387,#N/A,#N/A,AppliancePartsPros,026363WE4M387,H. Top 30k - 35k,26,Laundry Appliances,,$671.61 ,0.00%,5,$166.00 ,$163.71 ,-1.40%,At Competition,GE,OOS,Zip Required,RETAIL
611,026-363-WE4X821,#N/A,#N/A,AppliancePartsPros,026363WE4X821,H. Top 30k - 35k,26,Laundry Appliances,,$623.00 ,0.00%,7,$134.00 ,$132.98 ,-0.77%,At Competition,GE,STOCK,Zip Required,RETAIL
612,026-363-WH01X10022,#N/A,#N/A,AppliancePartsPros,026363WH01X10022,H. Top 30k - 35k,26,Laundry Appliances,,$607.45 ,0.00%,12,$54.59 ,$55.13 ,0.98%,At Competition,GE,STOCK,Zip Required,RETAIL
613,026-363-WH12X10093,#N/A,#N/A,Dey Distributing,026363WH12X10093,H. Top 30k - 35k,26,Laundry Appliances,,$696.92 ,0.00%,27,$32.40 ,$32.96 ,1.70%,At Competition,GE,STOCK,Zip Required,RETAIL
614,026-363-WH12X10363,#N/A,#N/A,Dey Distributing,026363WH12X10363,H. Top 30k - 35k,26,Laundry Appliances,,$593.93 ,0.00%,4,$193.40 ,$198.20 ,2.42%,At Competition,GE,STOCK,Zip Required,RETAIL
615,042-363-WC36X5071,#N/A,#N/A,Partselect,042363WC36X5071,H. Top 30k - 35k,42,Plumbing and Heating,,$605.56 ,0.00%,9,$81.59 ,$83.03 ,1.73%,At Competition,GE,OOS,Zip Required,RETAIL
616,046-363-WR12X10855,#N/A,#N/A,AppliancePartsPros,046363WR12X10855,H. Top 30k - 35k,46,Refrigerators and Freezers,,$654.05 ,0.00%,6,$132.37 ,$130.41 ,-1.50%,At Competition,GE,OOS,Zip Required,RETAIL
617,046-363-WR23X427,#N/A,#N/A,Appliance Zone,046363WR23X427,H. Top 30k - 35k,46,Refrigerators and Freezers,,$678.54 ,0.00%,18,$41.86 ,$42.88 ,2.38%,At Competition,GE,STOCK,6.95,RETAIL
618,046-363-WR24X303,#N/A,#N/A,AppliancePartsPros,046363WR24X303,H. Top 30k - 35k,46,Refrigerators and Freezers,,$619.82 ,0.00%,8,$83.15 ,$84.46 ,1.55%,At Competition,GE,STOCK,Zip Required,RETAIL
619,046-363-WR32X671,#N/A,#N/A,Dey Distributing,046363WR32X671,H. Top 30k - 35k,46,Refrigerators and Freezers,,$615.99 ,0.00%,14,$56.03 ,$56.46 ,0.76%,At Competition,GE,STOCK,Zip Required,RETAIL
620,046-363-WR55X10120,#N/A,#N/A,AppliancePartsPros,046363WR55X10120,H. Top 30k - 35k,46,Refrigerators and Freezers,,$608.66 ,0.00%,8,$129.04 ,$126.55 ,-1.97%,At Competition,GE,STOCK,Zip Required,RETAIL
621,046-363-WR72X10009,#N/A,#N/A,Partselect,046363WR72X10009,H. Top 30k - 35k,46,Refrigerators and Freezers,,$720.60 ,0.00%,52,$14.52 ,$14.82 ,2.02%,At Competition,GE,STOCK,Zip Required,RETAIL
622,022-363-WC29X10006,#N/A,#N/A,Partselect,022363WC29X10006,H. Top 30k - 35k,22,Large Kitchen Appliances,,$605.08 ,0.00%,4,$234.37 ,$235.18 ,0.34%,At Competition,GE,STOCK,Zip Required,RETAIL
623,022-363-WC29X10006,#N/A,#N/A,Partstore,022363WC29X10006,H. Top 30k - 35k,22,Large Kitchen Appliances,,$605.08 ,0.00%,4,$237.56 ,$235.18 ,-1.01%,At Competition,GE,STOCK,Zip Required,RETAIL
624,022-363-WD01X10393,#N/A,#N/A,Dey Distributing,022363WD01X10393,H. Top 30k - 35k,22,Large Kitchen Appliances,,$698.75 ,0.00%,81,$6.98 ,$7.12 ,1.97%,At Competition,GE,STOCK,Zip Required,RETAIL
625,022-363-WD19X10038,#N/A,#N/A,Dey Distributing,022363WD19X10038,H. Top 30k - 35k,22,Large Kitchen Appliances,,$623.70 ,0.00%,22,$32.63 ,$32.96 ,1.00%,At Competition,GE,STOCK,Zip Required,RETAIL
626,022-363-WD21X10366,#N/A,#N/A,AppliancePartsPros,022363WD21X10366,H. Top 30k - 35k,22,Large Kitchen Appliances,,$708.96 ,0.00%,6,$156.38 ,$157.08 ,0.45%,At Competition,GE,STOCK,Zip Required,RETAIL
627,022-363-WD21X10366,#N/A,#N/A,eReplacement Parts,022363WD21X10366,H. Top 30k - 35k,22,Large Kitchen Appliances,,$708.96 ,0.00%,6,$160.69 ,$157.08 ,-2.30%,At Competition,GE,OOS,Zip Required,RETAIL
628,022-363-WD21X10366,#N/A,#N/A,Partselect,022363WD21X10366,H. Top 30k - 35k,22,Large Kitchen Appliances,,$708.96 ,0.00%,6,$160.69 ,$157.08 ,-2.30%,At Competition,GE,STOCK,Zip Required,RETAIL
629,022-363-WD21X10408,#N/A,#N/A,Partselect,022363WD21X10408,H. Top 30k - 35k,22,Large Kitchen Appliances,,$629.59 ,0.00%,6,$125.31 ,$127.81 ,1.96%,At Competition,GE,STOCK,Zip Required,RETAIL
630,022-363-WD26X10049,#N/A,#N/A,Partselect,022363WD26X10049,H. Top 30k - 35k,22,Large Kitchen Appliances,,$622.17 ,0.00%,15,$47.63 ,$48.72 ,2.24%,At Competition,GE,STOCK,Zip Required,RETAIL
631,022-363-WD26X10056,#N/A,#N/A,Dey Distributing,022363WD26X10056,H. Top 30k - 35k,22,Large Kitchen Appliances,,$711.63 ,0.00%,7,$101.70 ,$101.24 ,-0.45%,At Competition,GE,STOCK,Zip Required,RETAIL
632,022-364-JX1527SMSS,#N/A,#N/A,Partselect,022364JX1527SMSS,H. Top 30k - 35k,22,Large Kitchen Appliances,,$591.38 ,0.00%,2,$318.21 ,$319.50 ,0.40%,At Competition,GE,OOS,Zip Required,RETAIL
633,022-364-WB03K10141,#N/A,#N/A,Dey Distributing,022364WB03K10141,H. Top 30k - 35k,22,Large Kitchen Appliances,,$682.64 ,0.00%,31,$19.35 ,$19.47 ,0.62%,At Competition,GE,STOCK,Zip Required,RETAIL
634,022-364-WB03T10197,#N/A,#N/A,Partselect,022364WB03T10197,H. Top 30k - 35k,22,Large Kitchen Appliances,,$724.49 ,0.00%,34,$23.27 ,$23.46 ,0.81%,At Competition,GE,STOCK,Zip Required,RETAIL
635,022-364-WB07X10420,#N/A,#N/A,AppliancePartsPros,022364WB07X10420,H. Top 30k - 35k,22,Large Kitchen Appliances,,$695.36 ,0.00%,6,$183.31 ,$187.61 ,2.29%,At Competition,GE,STOCK,Zip Required,RETAIL
636,022-364-WB07X10789,#N/A,#N/A,AppliancePartsPros,022364WB07X10789,H. Top 30k - 35k,22,Large Kitchen Appliances,,$707.65 ,0.00%,5,$209.18 ,$212.68 ,1.65%,At Competition,GE,OOS,Zip Required,RETAIL
637,022-364-WB07X10789,#N/A,#N/A,Partselect,022364WB07X10789,H. Top 30k - 35k,22,Large Kitchen Appliances,,$707.65 ,0.00%,5,$212.91 ,$212.68 ,-0.11%,At Competition,GE,STOCK,Zip Required,RETAIL
638,022-364-WB10T10001,#N/A,#N/A,Partselect,022364WB10T10001,H. Top 30k - 35k,22,Large Kitchen Appliances,,$638.85 ,0.00%,20,$37.57 ,$36.83 ,-2.01%,At Competition,GE,STOCK,Zip Required,RETAIL
639,022-364-WB13K5046,#N/A,#N/A,Partselect,022364WB13K5046,H. Top 30k - 35k,22,Large Kitchen Appliances,,$704.90 ,0.00%,4,$245.16 ,$246.79 ,0.66%,At Competition,GE,STOCK,Zip Required,RETAIL
640,022-364-WB13T10067,#N/A,#N/A,eReplacement Parts,022364WB13T10067,H. Top 30k - 35k,22,Large Kitchen Appliances,,$601.03 ,0.00%,16,$33.95 ,$33.51 ,-1.31%,At Competition,GE,OOS,Zip Required,RETAIL
641,022-364-WB13T10067,#N/A,#N/A,Partselect,022364WB13T10067,H. Top 30k - 35k,22,Large Kitchen Appliances,,$601.03 ,0.00%,16,$33.95 ,$33.51 ,-1.31%,At Competition,GE,STOCK,Zip Required,RETAIL
642,022-364-WB17X5095,#N/A,#N/A,Dey Distributing,022364WB17X5095,H. Top 30k - 35k,22,Large Kitchen Appliances,,$690.16 ,0.00%,17,$48.83 ,$49.49 ,1.33%,At Competition,GE,STOCK,Zip Required,RETAIL
643,022-364-WB17X5095,#N/A,#N/A,M&D Mower and Appliance,022364WB17X5095,H. Top 30k - 35k,22,Large Kitchen Appliances,,$690.16 ,0.00%,17,$50.41 ,$49.49 ,-1.86%,At Competition,GE,STOCK,Zip Required,RETAIL
644,022-364-WB19T10089,#N/A,#N/A,eReplacement Parts,022364WB19T10089,H. Top 30k - 35k,22,Large Kitchen Appliances,,$660.79 ,0.00%,29,$22.62 ,$22.62 ,0.00%,At Competition,GE,OOS,Zip Required,RETAIL
645,022-364-WB19T10089,#N/A,#N/A,Partselect,022364WB19T10089,H. Top 30k - 35k,22,Large Kitchen Appliances,,$660.79 ,0.00%,29,$22.62 ,$22.62 ,0.00%,At Competition,GE,STOCK,Zip Required,RETAIL
646,022-364-WB24T10146,#N/A,#N/A,Dey Distributing,022364WB24T10146,H. Top 30k - 35k,22,Large Kitchen Appliances,,$598.83 ,0.00%,37,$20.03 ,$19.69 ,-1.73%,At Competition,GE,STOCK,Zip Required,RETAIL
647,022-364-WB24X823,#N/A,#N/A,Dey Distributing,022364WB24X823,H. Top 30k - 35k,22,Large Kitchen Appliances,,$689.32 ,0.00%,13,$62.78 ,$61.82 ,-1.55%,At Competition,GE,STOCK,Zip Required,RETAIL
648,022-364-WB27T10764,#N/A,#N/A,Partselect,022364WB27T10764,H. Top 30k - 35k,22,Large Kitchen Appliances,,$585.02 ,0.00%,5,$166.90 ,$165.23 ,-1.01%,At Competition,GE,STOCK,Zip Required,RETAIL
649,022-364-WB27T11252,#N/A,#N/A,Partselect,022364WB27T11252,H. Top 30k - 35k,22,Large Kitchen Appliances,,$603.21 ,0.00%,3,$270.36 ,$275.37 ,1.82%,At Competition,GE,STOCK,Zip Required,RETAIL
650,022-364-WB27X10888,#N/A,#N/A,Partselect,022364WB27X10888,H. Top 30k - 35k,22,Large Kitchen Appliances,,$639.88 ,0.00%,7,$148.09 ,$147.36 ,-0.50%,At Competition,GE,STOCK,Zip Required,RETAIL
651,022-364-WB28K186,#N/A,#N/A,Partselect,022364WB28K186,H. Top 30k - 35k,22,Large Kitchen Appliances,,$611.10 ,0.00%,16,$49.77 ,$49.12 ,-1.32%,At Competition,GE,STOCK,Zip Required,RETAIL
652,022-364-WB28K187,#N/A,#N/A,Partselect,022364WB28K187,H. Top 30k - 35k,22,Large Kitchen Appliances,,$711.70 ,0.00%,21,$41.00 ,$41.90 ,2.15%,At Competition,GE,STOCK,Zip Required,RETAIL
653,022-364-WB29K10005,#N/A,#N/A,Dey Distributing,022364WB29K10005,H. Top 30k - 35k,22,Large Kitchen Appliances,,$719.72 ,0.00%,96,$8.10 ,$8.04 ,-0.75%,At Competition,GE,STOCK,Zip Required,RETAIL
654,022-364-WB31K5078,#N/A,#N/A,Partstore,022364WB31K5078,H. Top 30k - 35k,22,Large Kitchen Appliances,,$654.51 ,0.00%,48,$13.67 ,$13.38 ,-2.17%,At Competition,GE,STOCK,Zip Required,RETAIL
655,022-364-WB36X5692,#N/A,#N/A,Partselect,022364WB36X5692,H. Top 30k - 35k,22,Large Kitchen Appliances,,$648.75 ,0.00%,5,$199.04 ,$203.75 ,2.31%,At Competition,GE,STOCK,Zip Required,RETAIL
656,022-364-WB3X711,#N/A,#N/A,Dey Distributing,022364WB3X711,H. Top 30k - 35k,22,Large Kitchen Appliances,,$584.30 ,0.00%,17,$36.00 ,$35.90 ,-0.28%,At Competition,GE,STOCK,Zip Required,RETAIL
657,022-364-WB44T10012,#N/A,#N/A,Dey Distributing,022364WB44T10012,H. Top 30k - 35k,22,Large Kitchen Appliances,,$658.13 ,0.00%,11,$73.80 ,$73.06 ,-1.01%,At Competition,GE,STOCK,Zip Required,RETAIL
658,022-364-WB44T10012,#N/A,#N/A,Partselect,022364WB44T10012,H. Top 30k - 35k,22,Large Kitchen Appliances,,$658.13 ,0.00%,11,$71.66 ,$73.06 ,1.92%,At Competition,GE,STOCK,Zip Required,RETAIL
659,022-364-WB44T10032,#N/A,#N/A,Partselect,022364WB44T10032,H. Top 30k - 35k,22,Large Kitchen Appliances,,$618.93 ,0.00%,10,$55.09 ,$56.19 ,1.96%,At Competition,GE,STOCK,Zip Required,RETAIL
660,022-364-WB48X10017,#N/A,#N/A,Partselect,022364WB48X10017,H. Top 30k - 35k,22,Large Kitchen Appliances,,$578.98 ,0.00%,12,$59.80 ,$60.70 ,1.48%,At Competition,GE,STOCK,Zip Required,RETAIL
661,022-364-WB53K5,#N/A,#N/A,AppliancePartsPros,022364WB53K5,H. Top 30k - 35k,22,Large Kitchen Appliances,,$716.76 ,0.00%,7,$101.48 ,$103.28 ,1.74%,At Competition,GE,STOCK,Zip Required,RETAIL
662,022-364-WB53K5,#N/A,#N/A,Partselect,022364WB53K5,H. Top 30k - 35k,22,Large Kitchen Appliances,,$716.76 ,0.00%,7,$104.33 ,$103.28 ,-1.02%,At Competition,GE,STOCK,Zip Required,RETAIL
663,022-364-WB55X10868,#N/A,#N/A,eReplacement Parts,022364WB55X10868,H. Top 30k - 35k,22,Large Kitchen Appliances,,$628.80 ,0.00%,3,$354.73 ,$358.89 ,1.16%,At Competition,GE,OOS,Zip Required,RETAIL
664,022-364-WB55X10868,#N/A,#N/A,Partselect,022364WB55X10868,H. Top 30k - 35k,22,Large Kitchen Appliances,,$628.80 ,0.00%,3,$354.73 ,$358.89 ,1.16%,At Competition,GE,STOCK,Zip Required,RETAIL
665,022-364-WB56M3,#N/A,#N/A,Partselect,022364WB56M3,H. Top 30k - 35k,22,Large Kitchen Appliances,,$588.22 ,0.00%,21,$29.89 ,$29.30 ,-2.01%,At Competition,GE,STOCK,Zip Required,RETAIL
666,022-364-WB56T10037,#N/A,#N/A,AppliancePartsPros,022364WB56T10037,H. Top 30k - 35k,22,Large Kitchen Appliances,,$718.98 ,0.00%,7,$110.17 ,$111.89 ,1.54%,At Competition,GE,STOCK,Zip Required,RETAIL
667,022-364-WB56T10037,#N/A,#N/A,Partselect,022364WB56T10037,H. Top 30k - 35k,22,Large Kitchen Appliances,,$718.98 ,0.00%,7,$114.68 ,$111.89 ,-2.49%,At Competition,GE,STOCK,Zip Required,RETAIL
668,022-364-WB57K11,#N/A,#N/A,Partselect,022364WB57K11,H. Top 30k - 35k,22,Large Kitchen Appliances,,$620.28 ,0.00%,7,$125.14 ,$123.94 ,-0.97%,At Competition,GE,STOCK,Zip Required,RETAIL
669,022-364-WB57K5248,#N/A,#N/A,Partselect,022364WB57K5248,H. Top 30k - 35k,22,Large Kitchen Appliances,,$639.94 ,0.00%,8,$85.00 ,$86.79 ,2.06%,At Competition,GE,STOCK,Zip Required,RETAIL
670,022-364-WB57T10092,#N/A,#N/A,Partselect,022364WB57T10092,H. Top 30k - 35k,22,Large Kitchen Appliances,,$717.72 ,0.00%,8,$114.28 ,$116.95 ,2.28%,At Competition,GE,STOCK,Zip Required,RETAIL
671,022-364-WB57T10332,#N/A,#N/A,AppliancePartsPros,022364WB57T10332,H. Top 30k - 35k,22,Large Kitchen Appliances,,$701.55 ,0.00%,3,$308.41 ,$316.19 ,2.46%,At Competition,GE,OOS,Zip Required,RETAIL
672,022-364-WB57T10332,#N/A,#N/A,Partselect,022364WB57T10332,H. Top 30k - 35k,22,Large Kitchen Appliances,,$701.55 ,0.00%,3,$313.71 ,$316.19 ,0.78%,At Competition,GE,STOCK,Zip Required,RETAIL
673,022-364-WB64X10003,#N/A,#N/A,Partselect,022364WB64X10003,H. Top 30k - 35k,22,Large Kitchen Appliances,,$646.19 ,0.00%,13,$57.23 ,$58.11 ,1.51%,At Competition,GE,STOCK,Zip Required,RETAIL
674,022-364-WB7X7189,#N/A,#N/A,Dey Distributing,022364WB7X7189,H. Top 30k - 35k,22,Large Kitchen Appliances,,$659.80 ,0.00%,68,$11.48 ,$11.22 ,-2.32%,At Competition,GE,STOCK,Zip Required,RETAIL
675,026-363-WE01X10031,#N/A,#N/A,Dey Distributing,026363WE01X10031,H. Top 30k - 35k,26,Laundry Appliances,,$613.17 ,0.00%,17,$49.95 ,$49.47 ,-0.97%,At Competition,GE,STOCK,Zip Required,RETAIL
676,026-363-WE25X10019,#N/A,#N/A,Appliance Zone,026363WE25X10019,H. Top 30k - 35k,26,Laundry Appliances,,$653.57 ,0.00%,3,$312.05 ,$314.29 ,0.71%,At Competition,GE,STOCK,6.95,RETAIL
677,026-363-WE25X10019,#N/A,#N/A,AppliancePartsPros,026363WE25X10019,H. Top 30k - 35k,26,Laundry Appliances,,$653.57 ,0.00%,3,$314.17 ,$314.29 ,0.04%,At Competition,GE,STOCK,Zip Required,RETAIL
678,026-363-WH01X10315,#N/A,#N/A,Dey Distributing,026363WH01X10315,H. Top 30k - 35k,26,Laundry Appliances,,$602.90 ,0.00%,24,$30.15 ,$29.90 ,-0.84%,At Competition,GE,STOCK,Zip Required,RETAIL
679,026-363-WH12X10227,#N/A,#N/A,Partselect,026363WH12X10227,H. Top 30k - 35k,26,Laundry Appliances,,$615.75 ,0.00%,6,$150.46 ,$150.38 ,-0.05%,At Competition,GE,STOCK,Zip Required,RETAIL
680,026-363-WH41X10047,#N/A,#N/A,Appliance Zone,026363WH41X10047,H. Top 30k - 35k,26,Laundry Appliances,,$708.99 ,0.00%,7,$130.32 ,$128.25 ,-1.61%,At Competition,GE,STOCK,6.95,RETAIL
681,046-363-WR08X10033,#N/A,#N/A,Partselect,046363WR08X10033,H. Top 30k - 35k,46,Refrigerators and Freezers,,$690.13 ,0.00%,9,$100.09 ,$102.60 ,2.45%,At Competition,GE,STOCK,Zip Required,RETAIL
682,046-363-WR24X531,#N/A,#N/A,AppliancePartsPros,046363WR24X531,H. Top 30k - 35k,46,Refrigerators and Freezers,,$606.27 ,0.00%,7,$82.83 ,$82.51 ,-0.39%,At Competition,GE,STOCK,Zip Required,RETAIL
683,046-363-WR32X1312,#N/A,#N/A,Partselect,046363WR32X1312,H. Top 30k - 35k,46,Refrigerators and Freezers,,$712.00 ,0.00%,8,$134.73 ,$133.04 ,-1.27%,At Competition,GE,STOCK,Zip Required,RETAIL
684,046-363-WR55X10306,#N/A,#N/A,AppliancePartsPros,046363WR55X10306,H. Top 30k - 35k,46,Refrigerators and Freezers,,$590.60 ,0.00%,7,$108.56 ,$109.50 ,0.86%,At Competition,GE,STOCK,Zip Required,RETAIL
685,046-363-WR60X10066,#N/A,#N/A,AppliancePartsPros,046363WR60X10066,H. Top 30k - 35k,46,Refrigerators and Freezers,,$667.02 ,0.00%,6,$136.05 ,$139.21 ,2.27%,At Competition,GE,STOCK,Zip Required,RETAIL
686,046-363-WR60X10256,#N/A,#N/A,Appliance Zone,046363WR60X10256,H. Top 30k - 35k,46,Refrigerators and Freezers,,$591.48 ,0.00%,5,$158.46 ,$158.59 ,0.08%,At Competition,GE,STOCK,6.95,RETAIL
687,046-363-WR60X10256,#N/A,#N/A,AppliancePartsPros,046363WR60X10256,H. Top 30k - 35k,46,Refrigerators and Freezers,,$591.48 ,0.00%,5,$159.29 ,$158.59 ,-0.44%,At Competition,GE,STOCK,Zip Required,RETAIL
688,046-363-WR60X114,#N/A,#N/A,Partselect,046363WR60X114,H. Top 30k - 35k,46,Refrigerators and Freezers,,$577.91 ,0.00%,55,$10.61 ,$10.80 ,1.76%,At Competition,GE,STOCK,Zip Required,RETAIL
