,FULL.PART.NUMBER,Below.Status,Above.Comp,Website.Name,FULL.PART..NO.STRING,Part.Position,DIV,Division,Water.Filters,Revenue.Generated,X..of.Revenue,Parts.Sold,Purchase.Price..USD.,PartsDirect.Prc,Delta,Position,Website.Manufacturer.Name,Stock.Status,Shipping..USD.,Box.Type
109,022-363-WD12X10057,#N/A,#N/A,eReplacement Parts,022363WD12X10057,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,002.05 ",0.00%,38,$57.23 ,$58.01 ,1.34%,At Competition,GE,OOS,Zip Required,RETAIL
110,022-363-WD12X10057,#N/A,#N/A,Partselect,022363WD12X10057,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,002.05 ",0.00%,38,$57.23 ,$58.01 ,1.34%,At Competition,GE,STOCK,Zip Required,RETAIL
111,022-363-WD21X10013,#N/A,#N/A,M&D Mower and Appliance,022363WD21X10013,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,333.26 ",0.00%,30,$91.37 ,$91.34 ,-0.03%,At Competition,GE,STOCK,Zip Required,RETAIL
112,022-363-WD21X10013,#N/A,#N/A,Partselect,022363WD21X10013,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,333.26 ",0.00%,30,$90.25 ,$91.34 ,1.19%,At Competition,GE,STOCK,Zip Required,RETAIL
113,022-363-WD21X10215,#N/A,#N/A,M&D Mower and Appliance,022363WD21X10215,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,852.19 ",0.00%,19,$100.90 ,$103.20 ,2.23%,At Competition,GE,STOCK,Zip Required,RETAIL
114,022-363-WD22X154,#N/A,#N/A,Partselect,022363WD22X154,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,108.14 ",0.00%,96,$26.27 ,$25.85 ,-1.62%,At Competition,GE,STOCK,Zip Required,RETAIL
115,022-363-WD22X155,#N/A,#N/A,Dey Distributing,022363WD22X155,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,996.40 ",0.00%,79,$28.35 ,$28.26 ,-0.32%,At Competition,GE,STOCK,Zip Required,RETAIL
116,022-363-WD26X10039,#N/A,#N/A,Appliance Zone,022363WD26X10039,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,892.17 ",0.00%,46,$42.78 ,$42.61 ,-0.40%,At Competition,GE,STOCK,6.95,RETAIL
117,022-364-WB02X11348,#N/A,#N/A,AppliancePartsPros,022364WB02X11348,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,071.79 ",0.00%,19,$141.08 ,$143.07 ,1.39%,At Competition,GE,OOS,Zip Required,RETAIL
118,022-364-WB07X11007,#N/A,#N/A,AppliancePartsPros,022364WB07X11007,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,365.85 ",0.00%,34,$78.61 ,$76.91 ,-2.21%,At Competition,GE,STOCK,Zip Required,RETAIL
119,022-364-WB19K14,#N/A,#N/A,Appliance Zone,022364WB19K14,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,377.76 ",0.00%,12,$205.35 ,$205.24 ,-0.05%,At Competition,GE,STOCK,6.95,RETAIL
120,022-364-WB19K14,#N/A,#N/A,Dey Distributing,022364WB19K14,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,377.76 ",0.00%,12,$206.29 ,$205.24 ,-0.51%,At Competition,GE,STOCK,Zip Required,RETAIL
121,022-364-WB19K28,#N/A,#N/A,Appliance Zone,022364WB19K28,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,958.74 ",0.00%,34,$57.40 ,$58.29 ,1.53%,At Competition,GE,STOCK,6.95,RETAIL
122,022-364-WB23K5045,#N/A,#N/A,AppliancePartsPros,022364WB23K5045,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,175.60 ",0.00%,20,$143.55 ,$143.30 ,-0.17%,At Competition,GE,OOS,Zip Required,RETAIL
123,022-364-WB23M1,#N/A,#N/A,Dey Distributing,022364WB23M1,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,057.05 ",0.00%,28,$84.15 ,$82.30 ,-2.25%,At Competition,GE,STOCK,Zip Required,RETAIL
124,022-364-WB23X10009,#N/A,#N/A,AppliancePartsPros,022364WB23X10009,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,177.79 ",0.00%,24,$117.34 ,$116.95 ,-0.33%,At Competition,GE,STOCK,Zip Required,RETAIL
125,022-364-WB27K10123,#N/A,#N/A,Appliance Zone,022364WB27K10123,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,894.50 ",0.00%,11,$276.49 ,$271.11 ,-1.98%,At Competition,GE,STOCK,6.95,RETAIL
126,022-364-WB27K10160,#N/A,#N/A,Appliance Zone,022364WB27K10160,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,081.80 ",0.00%,14,$194.65 ,$197.38 ,1.38%,At Competition,GE,STOCK,6.95,RETAIL
127,022-364-WB27K10160,#N/A,#N/A,AppliancePartsPros,022364WB27K10160,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,081.80 ",0.00%,14,$197.53 ,$197.38 ,-0.08%,At Competition,GE,STOCK,Zip Required,RETAIL
128,022-364-WB27T11042,#N/A,#N/A,Appliance Zone,022364WB27T11042,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,110.62 ",0.00%,9,$325.75 ,$332.37 ,1.99%,At Competition,GE,STOCK,6.95,RETAIL
129,022-364-WB27T11042,#N/A,#N/A,Partselect,022364WB27T11042,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,110.62 ",0.00%,9,$328.23 ,$332.37 ,1.25%,At Competition,GE,STOCK,Zip Required,RETAIL
130,022-364-WB27X10775,#N/A,#N/A,AppliancePartsPros,022364WB27X10775,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,875.71 ",0.00%,17,$155.29 ,$154.91 ,-0.25%,At Competition,GE,STOCK,Zip Required,RETAIL
131,022-364-WB27X11078,#N/A,#N/A,AppliancePartsPros,022364WB27X11078,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,363.08 ",0.00%,25,$98.70 ,$100.91 ,2.19%,At Competition,GE,STOCK,Zip Required,RETAIL
132,022-364-WB27X11078,#N/A,#N/A,eReplacement Parts,022364WB27X11078,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,363.08 ",0.00%,25,$102.52 ,$100.91 ,-1.60%,At Competition,GE,OOS,Zip Required,RETAIL
133,022-364-WB27X11078,#N/A,#N/A,Partselect,022364WB27X11078,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,363.08 ",0.00%,25,$102.52 ,$100.91 ,-1.60%,At Competition,GE,STOCK,Zip Required,RETAIL
134,022-364-WB29K10009,#N/A,#N/A,eReplacement Parts,022364WB29K10009,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,879.94 ",0.00%,73,$41.86 ,$42.13 ,0.64%,At Competition,GE,OOS,Zip Required,RETAIL
135,022-364-WB29K10009,#N/A,#N/A,Partselect,022364WB29K10009,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,879.94 ",0.00%,73,$41.86 ,$42.13 ,0.64%,At Competition,GE,STOCK,Zip Required,RETAIL
136,022-364-WB30T10140,#N/A,#N/A,AppliancePartsPros,022364WB30T10140,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,184.80 ",0.00%,18,$143.72 ,$147.14 ,2.32%,At Competition,GE,STOCK,Zip Required,RETAIL
137,022-364-WB31K18,#N/A,#N/A,AppliancePartsPros,022364WB31K18,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,943.36 ",0.00%,51,$62.74 ,$63.15 ,0.65%,At Competition,GE,STOCK,Zip Required,RETAIL
138,022-364-WB32X5093,#N/A,#N/A,AppliancePartsPros,022364WB32X5093,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,023.02 ",0.00%,14,$150.78 ,$149.28 ,-1.00%,At Competition,GE,STOCK,Zip Required,RETAIL
139,022-364-WB36X5802,#N/A,#N/A,Appliance Zone,022364WB36X5802,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,547.31 ",0.00%,7,$371.81 ,$379.61 ,2.05%,At Competition,GE,STOCK,6.95,RETAIL
140,022-364-WB44X10013,#N/A,#N/A,eReplacement Parts,022364WB44X10013,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,318.22 ",0.00%,46,$55.96 ,$55.37 ,-1.07%,At Competition,GE,OOS,Zip Required,RETAIL
141,022-364-WB44X10013,#N/A,#N/A,Partselect,022364WB44X10013,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,318.22 ",0.00%,46,$55.96 ,$55.37 ,-1.07%,At Competition,GE,STOCK,Zip Required,RETAIL
142,022-364-WB55X10828,#N/A,#N/A,AppliancePartsPros,022364WB55X10828,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,649.17 ",0.00%,73,$40.38 ,$39.92 ,-1.15%,At Competition,GE,STOCK,Zip Required,RETAIL
143,022-364-WB56K19,#N/A,#N/A,Appliance Zone,022364WB56K19,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,645.86 ",0.00%,18,$193.22 ,$191.59 ,-0.85%,At Competition,GE,STOCK,6.95,RETAIL
144,022-364-WB56T10179,#N/A,#N/A,Dey Distributing,022364WB56T10179,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,821.38 ",0.00%,67,$47.25 ,$47.12 ,-0.28%,At Competition,GE,STOCK,Zip Required,RETAIL
145,022-364-WB57K10110,#N/A,#N/A,Appliance Zone,022364WB57K10110,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,272.14 ",0.00%,30,$80.52 ,$81.12 ,0.74%,At Competition,GE,STOCK,6.95,RETAIL
146,022-364-WB57K10110,#N/A,#N/A,AppliancePartsPros,022364WB57K10110,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,272.14 ",0.00%,30,$80.77 ,$81.12 ,0.43%,At Competition,GE,STOCK,Zip Required,RETAIL
147,022-364-WB57K5215,#N/A,#N/A,Appliance Zone,022364WB57K5215,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,556.25 ",0.00%,23,$113.60 ,$114.22 ,0.54%,At Competition,GE,STOCK,6.95,RETAIL
148,022-364-WB62T10441,#N/A,#N/A,AppliancePartsPros,022364WB62T10441,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,936.70 ",0.00%,7,$479.60 ,$472.46 ,-1.51%,At Competition,GE,OOS,Zip Required,RETAIL
149,022-364-WB62T10441,#N/A,#N/A,Partselect,022364WB62T10441,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,936.70 ",0.00%,7,$466.43 ,$472.46 ,1.28%,At Competition,GE,STOCK,Zip Required,RETAIL
150,022-364-WB62T10623,#N/A,#N/A,Appliance Zone,022364WB62T10623,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,620.53 ",0.00%,8,$337.17 ,$331.79 ,-1.62%,At Competition,GE,STOCK,6.95,RETAIL
151,026-363-WE03X10008,#N/A,#N/A,AppliancePartsPros,026363WE03X10008,D. Top 10k - 15k,26,Laundry Appliances,,"$2,099.36 ",0.00%,69,$32.46 ,$31.82 ,-2.01%,At Competition,GE,STOCK,Zip Required,RETAIL
152,026-363-WE25X10001,#N/A,#N/A,AppliancePartsPros,026363WE25X10001,D. Top 10k - 15k,26,Laundry Appliances,,"$2,019.16 ",0.00%,25,$84.03 ,$83.99 ,-0.05%,At Competition,GE,STOCK,Zip Required,RETAIL
153,026-363-WE9M19,#N/A,#N/A,Appliance Zone,026363WE9M19,D. Top 10k - 15k,26,Laundry Appliances,,"$2,866.55 ",0.00%,26,$123.97 ,$123.54 ,-0.35%,At Competition,GE,STOCK,6.95,RETAIL
154,026-363-WH01X10425,#N/A,#N/A,AppliancePartsPros,026363WH01X10425,D. Top 10k - 15k,26,Laundry Appliances,,"$2,645.18 ",0.00%,72,$40.15 ,$40.59 ,1.08%,At Competition,GE,STOCK,Zip Required,RETAIL
155,026-363-WH13X10017,#N/A,#N/A,Partstore,026363WH13X10017,D. Top 10k - 15k,26,Laundry Appliances,,"$2,415.12 ",0.00%,28,$101.46 ,$99.74 ,-1.72%,At Competition,GE,STOCK,Zip Required,RETAIL
156,026-363-WH42X10486,#N/A,#N/A,Partstore,026363WH42X10486,D. Top 10k - 15k,26,Laundry Appliances,,"$2,551.09 ",0.00%,17,$174.88 ,$173.18 ,-0.98%,At Competition,GE,STOCK,Zip Required,RETAIL
157,026-795-4036EL3001A,#N/A,#N/A,Dey Distributing,0267954036EL3001A,D. Top 10k - 15k,26,Laundry Appliances,,"$2,756.58 ",0.00%,122,$22.74 ,$23.23 ,2.11%,At Competition,GE,STOCK,Zip Required,RETAIL
158,042-363-FX12P,#N/A,#N/A,Dey Distributing,042363FX12P,D. Top 10k - 15k,42,Plumbing and Heating,,"$2,092.41 ",0.00%,29,$70.88 ,$70.81 ,-0.10%,At Competition,GE,STOCK,Zip Required,RETAIL
159,046-363-ADAPTER,#N/A,#N/A,Partselect,046363ADAPTER,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,274.08 ",0.00%,193,$12.37 ,$12.59 ,1.75%,At Competition,GE,STOCK,Zip Required,RETAIL
160,046-363-WR09X10107,#N/A,#N/A,AppliancePartsPros,046363WR09X10107,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,243.68 ",0.00%,30,$83.63 ,$82.45 ,-1.43%,At Competition,GE,STOCK,Zip Required,RETAIL
161,046-363-WR12X869,#N/A,#N/A,Appliance Zone,046363WR12X869,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,147.18 ",0.00%,22,$109.02 ,$108.72 ,-0.28%,At Competition,GE,STOCK,6.95,RETAIL
162,046-363-WR12X869,#N/A,#N/A,Dey Distributing,046363WR12X869,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,147.18 ",0.00%,22,$111.40 ,$108.72 ,-2.47%,At Competition,GE,STOCK,Zip Required,RETAIL
163,046-363-WR17X11889,#N/A,#N/A,Dey Distributing,046363WR17X11889,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,902.50 ",0.00%,328,$10.35 ,$10.30 ,-0.49%,At Competition,GE,STOCK,Zip Required,RETAIL
164,046-363-WR17X4205,#N/A,#N/A,AppliancePartsPros,046363WR17X4205,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$1,863.94 ",0.00%,13,$207.55 ,$205.16 ,-1.16%,At Competition,GE,STOCK,Zip Required,RETAIL
165,046-363-WR22X10012,#N/A,#N/A,Partselect,046363WR22X10012,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,474.03 ",0.00%,204,$13.89 ,$13.66 ,-1.68%,At Competition,GE,STOCK,Zip Required,RETAIL
166,046-363-WR24X527,#N/A,#N/A,Partselect,046363WR24X527,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,288.99 ",0.00%,25,$98.02 ,$97.88 ,-0.14%,At Competition,GE,STOCK,Zip Required,RETAIL
167,046-363-WR2X7213,#N/A,#N/A,eReplacement Parts,046363WR2X7213,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,081.85 ",0.00%,117,$20.10 ,$20.41 ,1.52%,At Competition,GE,OOS,Zip Required,RETAIL
168,046-363-WR2X7213,#N/A,#N/A,Partselect,046363WR2X7213,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,081.85 ",0.00%,117,$20.53 ,$20.41 ,-0.59%,At Competition,GE,STOCK,Zip Required,RETAIL
169,046-363-WR49X10173,#N/A,#N/A,X Marketplace Virginia Service Supply,046363WR49X10173,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,824.03 ",0.00%,78,$38.99 ,$38.23 ,-1.99%,At Competition,GE,STOCK,Zip Required,RETAIL
170,046-363-WR57X10007,#N/A,#N/A,Partselect,046363WR57X10007,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$1,888.34 ",0.00%,31,$69.99 ,$68.45 ,-2.25%,At Competition,GE,OOS,Zip Required,RETAIL
171,046-363-WR57X10070,#N/A,#N/A,Partselect,046363WR57X10070,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,427.94 ",0.00%,58,$46.55 ,$46.78 ,0.49%,At Competition,GE,STOCK,Zip Required,RETAIL
172,046-363-WR86X96,#N/A,#N/A,AppliancePartsPros,046363WR86X96,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$3,023.35 ",0.00%,35,$87.29 ,$89.16 ,2.10%,At Competition,GE,STOCK,Zip Required,RETAIL
173,022-363-WD21X10505,#N/A,#N/A,Partselect,022363WD21X10505,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,054.49 ",0.00%,19,$124.84 ,$125.93 ,0.87%,At Competition,GE,STOCK,Zip Required,RETAIL
174,022-363-WD30X98,#N/A,#N/A,Dey Distributing,022363WD30X98,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,545.23 ",0.00%,76,$38.93 ,$39.36 ,1.09%,At Competition,GE,STOCK,Zip Required,RETAIL
175,022-364-WB03K10010,#N/A,#N/A,Dey Distributing,022364WB03K10010,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,905.22 ",0.00%,210,$15.53 ,$15.86 ,2.08%,At Competition,GE,STOCK,Zip Required,RETAIL
176,022-364-WB03T10161,#N/A,#N/A,Partselect,022364WB03T10161,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,980.06 ",0.00%,66,$30.32 ,$30.29 ,-0.10%,At Competition,GE,STOCK,Zip Required,RETAIL
177,022-364-WB06X10654,#N/A,#N/A,Dey Distributing,022364WB06X10654,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,679.53 ",0.00%,140,$21.38 ,$21.53 ,0.70%,At Competition,GE,STOCK,Zip Required,RETAIL
178,022-364-WB13K10043,#N/A,#N/A,eReplacement Parts,022364WB13K10043,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,746.37 ",0.00%,39,$67.07 ,$65.66 ,-2.15%,At Competition,GE,OOS,Zip Required,RETAIL
179,022-364-WB13K10043,#N/A,#N/A,Partselect,022364WB13K10043,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,746.37 ",0.00%,39,$67.07 ,$65.66 ,-2.15%,At Competition,GE,STOCK,Zip Required,RETAIL
180,022-364-WB19K10041,#N/A,#N/A,eReplacement Parts,022364WB19K10041,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,702.95 ",0.00%,25,$132.84 ,$132.62 ,-0.17%,At Competition,GE,OOS,Zip Required,RETAIL
181,022-364-WB19K10041,#N/A,#N/A,Partselect,022364WB19K10041,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,702.95 ",0.00%,25,$133.55 ,$132.62 ,-0.70%,At Competition,GE,STOCK,Zip Required,RETAIL
182,022-364-WB23T10014,#N/A,#N/A,AppliancePartsPros,022364WB23T10014,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,293.83 ",0.00%,7,$628.60 ,$640.63 ,1.88%,At Competition,GE,STOCK,Zip Required,RETAIL
183,022-364-WB23T10024,#N/A,#N/A,Appliance Zone,022364WB23T10024,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,532.93 ",0.00%,15,$267.50 ,$268.36 ,0.32%,At Competition,GE,STOCK,6.95,RETAIL
184,022-364-WB24T10022,#N/A,#N/A,Partselect,022364WB24T10022,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,765.92 ",0.00%,43,$69.95 ,$70.21 ,0.37%,At Competition,GE,STOCK,Zip Required,RETAIL
185,022-364-WB27T10091,#N/A,#N/A,eReplacement Parts,022364WB27T10091,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,683.88 ",0.00%,16,$229.59 ,$227.68 ,-0.84%,At Competition,GE,OOS,Zip Required,RETAIL
186,022-364-WB27T10091,#N/A,#N/A,Partselect,022364WB27T10091,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,683.88 ",0.00%,16,$229.59 ,$227.68 ,-0.84%,At Competition,GE,STOCK,Zip Required,RETAIL
187,022-364-WB27T10350,#N/A,#N/A,Partselect,022364WB27T10350,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,849.72 ",0.00%,16,$161.04 ,$164.02 ,1.82%,At Competition,GE,STOCK,Zip Required,RETAIL
188,022-364-WB27T10491,#N/A,#N/A,eReplacement Parts,022364WB27T10491,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,667.72 ",0.00%,18,$227.45 ,$223.65 ,-1.70%,At Competition,GE,OOS,Zip Required,RETAIL
189,022-364-WB27T10491,#N/A,#N/A,Partselect,022364WB27T10491,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,667.72 ",0.00%,18,$227.45 ,$223.65 ,-1.70%,At Competition,GE,STOCK,Zip Required,RETAIL
190,022-364-WB27T10815,#N/A,#N/A,AppliancePartsPros,022364WB27T10815,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,888.56 ",0.00%,12,$203.75 ,$202.24 ,-0.75%,At Competition,GE,STOCK,Zip Required,RETAIL
191,022-364-WB27X10910,#N/A,#N/A,AppliancePartsPros,022364WB27X10910,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,848.89 ",0.00%,14,$197.78 ,$196.88 ,-0.46%,At Competition,GE,STOCK,Zip Required,RETAIL
192,022-364-WB27X10910,#N/A,#N/A,eReplacement Parts,022364WB27X10910,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,848.89 ",0.00%,14,$200.96 ,$196.88 ,-2.07%,At Competition,GE,OOS,Zip Required,RETAIL
193,022-364-WB27X10910,#N/A,#N/A,Partselect,022364WB27X10910,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,848.89 ",0.00%,14,$200.96 ,$196.88 ,-2.07%,At Competition,GE,STOCK,Zip Required,RETAIL
194,022-364-WB28X112,#N/A,#N/A,Dey Distributing,022364WB28X112,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,866.99 ",0.00%,36,$95.63 ,$95.88 ,0.26%,At Competition,GE,STOCK,Zip Required,RETAIL
195,022-364-WB30X261,#N/A,#N/A,Partselect,022364WB30X261,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,705.41 ",0.00%,24,$127.97 ,$129.09 ,0.87%,At Competition,GE,STOCK,Zip Required,RETAIL
196,022-364-WB31K10043,#N/A,#N/A,Partselect,022364WB31K10043,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,629.89 ",0.00%,79,$36.30 ,$36.10 ,-0.55%,At Competition,GE,STOCK,Zip Required,RETAIL
197,022-364-WB31K10133,#N/A,#N/A,Partselect,022364WB31K10133,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,855.46 ",0.00%,18,$133.89 ,$132.94 ,-0.71%,At Competition,GE,STOCK,Zip Required,RETAIL
198,022-364-WB31K5027,#N/A,#N/A,Partselect,022364WB31K5027,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,125.89 ",0.00%,56,$39.13 ,$39.45 ,0.81%,At Competition,GE,STOCK,Zip Required,RETAIL
199,022-364-WB36T10499,#N/A,#N/A,Partselect,022364WB36T10499,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,204.47 ",0.00%,7,$573.63 ,$577.38 ,0.65%,At Competition,GE,STOCK,Zip Required,RETAIL
200,022-364-WB3K192,#N/A,#N/A,Dey Distributing,022364WB3K192,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,429.06 ",0.00%,84,$38.70 ,$37.84 ,-2.27%,At Competition,GE,STOCK,Zip Required,RETAIL
201,022-364-WB55X10530,#N/A,#N/A,Dey Distributing,022364WB55X10530,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$3,019.80 ",0.00%,45,$76.50 ,$74.83 ,-2.23%,At Competition,GE,STOCK,Zip Required,RETAIL
202,022-364-WB55X10530,#N/A,#N/A,Partselect,022364WB55X10530,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$3,019.80 ",0.00%,45,$73.17 ,$74.83 ,2.22%,At Competition,GE,STOCK,Zip Required,RETAIL
203,022-364-WB55X10950,#N/A,#N/A,eReplacement Parts,022364WB55X10950,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,167.71 ",0.00%,19,$139.17 ,$137.91 ,-0.91%,At Competition,GE,OOS,Zip Required,RETAIL
204,022-364-WB55X10950,#N/A,#N/A,Partselect,022364WB55X10950,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,167.71 ",0.00%,19,$139.92 ,$137.91 ,-1.46%,At Competition,GE,STOCK,Zip Required,RETAIL
205,022-364-WB57T10344,#N/A,#N/A,Partselect,022364WB57T10344,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,940.89 ",0.00%,13,$170.25 ,$170.29 ,0.02%,At Competition,GE,STOCK,Zip Required,RETAIL
206,022-364-WB62T10287,#N/A,#N/A,AppliancePartsPros,022364WB62T10287,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$2,469.41 ",0.00%,9,$443.31 ,$454.17 ,2.39%,At Competition,GE,OOS,Zip Required,RETAIL
207,022-364-WB62T10752,#N/A,#N/A,AppliancePartsPros,022364WB62T10752,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,938.61 ",0.00%,5,$399.96 ,$405.10 ,1.27%,At Competition,GE,OOS,Zip Required,RETAIL
208,022-364-WB62T10752,#N/A,#N/A,Partselect,022364WB62T10752,D. Top 10k - 15k,22,Large Kitchen Appliances,,"$1,938.61 ",0.00%,5,$406.84 ,$405.10 ,-0.43%,At Competition,GE,STOCK,Zip Required,RETAIL
209,026-363-WE12X83,#N/A,#N/A,Partselect,026363WE12X83,D. Top 10k - 15k,26,Laundry Appliances,,"$2,889.39 ",0.00%,205,$16.50 ,$16.72 ,1.32%,At Competition,GE,STOCK,Zip Required,RETAIL
210,026-363-WE12X90,#N/A,#N/A,Dey Distributing,026363WE12X90,D. Top 10k - 15k,26,Laundry Appliances,,"$1,854.30 ",0.00%,39,$53.78 ,$54.65 ,1.59%,At Competition,GE,STOCK,Zip Required,RETAIL
211,026-363-WE4X692,#N/A,#N/A,Part Wizard,026363WE4X692,D. Top 10k - 15k,26,Laundry Appliances,,"$2,046.90 ",0.00%,67,$34.00 ,$34.50 ,1.45%,At Competition,GE,STOCK,Zip Required,RETAIL
212,026-363-WH2X1198,#N/A,#N/A,Dey Distributing,026363WH2X1198,D. Top 10k - 15k,26,Laundry Appliances,,"$2,614.89 ",0.00%,162,$18.23 ,$18.45 ,1.19%,At Competition,GE,STOCK,Zip Required,RETAIL
213,026-363-WH37X10005,#N/A,#N/A,AppliancePartsPros,026363WH37X10005,D. Top 10k - 15k,26,Laundry Appliances,,"$1,902.30 ",0.00%,6,$393.65 ,$394.53 ,0.22%,At Competition,GE,STOCK,Zip Required,RETAIL
214,026-363-WH43X10036,#N/A,#N/A,Dey Distributing,026363WH43X10036,D. Top 10k - 15k,26,Laundry Appliances,,"$2,722.27 ",0.00%,54,$56.48 ,$57.19 ,1.24%,At Competition,GE,STOCK,Zip Required,RETAIL
215,042-363-FQROMF,#N/A,#N/A,eReplacement Parts,042363FQROMF,D. Top 10k - 15k,42,Plumbing and Heating,,"$2,287.00 ",0.00%,27,$98.45 ,$100.75 ,2.28%,At Competition,GE,OOS,Zip Required,RETAIL
216,042-363-FQROMF,#N/A,#N/A,Partselect,042363FQROMF,D. Top 10k - 15k,42,Plumbing and Heating,,"$2,287.00 ",0.00%,27,$101.71 ,$100.75 ,-0.95%,At Competition,GE,STOCK,Zip Required,RETAIL
